id,run,cached,step,type,request_id,ip_addr,full_url,url,documentURL,is_secure,method,host,frame_id,responseCode,request_type,load_ms,ttfb_ms,load_start,load_start_float,bytesIn,objectSize,objectSizeUncompressed,expires,cacheControl,contentType,contentEncoding,socket,protocol,dns_start,dns_end,connect_start,connect_end,ssl_start,ssl_end,initiator,initiator_line,initiator_column,initiator_function,initiator_type,priority,initial_priority,bytesOut,score_cache,score_cdn,score_gzip,score_cookies,score_keep-alive,score_compress,dns_ms,connect_ms,ssl_ms,gzip_total,gzip_save,image_total,image_save,cache_time,cdn_provider,created,netlog_id,final_base_page,is_base_page,load_end,ttfb_start,ttfb_end,download_start,download_end,download_ms,all_start,all_end,all_ms,index,number,cpu.EvaluateScript,cpu.v8.compile,cpu.FunctionCall,cpuTime,renderBlocking,socket_group,http2_stream_id,http2_stream_dependency,http2_stream_weight,http2_stream_exclusive,tls_version,tls_resumed,tls_next_proto,tls_cipher_suite,server_port,
875313,2,0,Step_1,3,26266.17,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/images/background.avif,/biotechproject/Biotech-file/images/background.avif,,1,GET,gitechnolo.github.io,F9A29597F056088BF1D203EB84C6CD45,200,Image,"1,042.00",591.00,"1,499.00","1,499.00",70573,70573,70573,"Fri, 03 Apr 2026 20:32:26 GMT",max-age=600,image/avif,,147,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/index.html,0,,,parser,High,Low,2161,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,70573,567.00,Fastly,1497,208,0,0,"2,541.00","1,499.00","2,090.00","2,090.00","2,541.00",451.00,"1,499.00","2,541.00","1,042.00",6,7,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,13,5,220,1,,,,,443,
875313,2,0,Step_1,3,26266.8,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/images/Biotech-menu/Singapore_boscoartificiale-Metropoli.avif,/biotechproject/Biotech-file/images/Biotech-menu/Singapore_boscoartificiale-Metropoli.avif,,1,GET,gitechnolo.github.io,F9A29597F056088BF1D203EB84C6CD45,200,Image,941.00,489.00,"1,601.00","1,601.00",15923,15923,15923,"Fri, 03 Apr 2026 20:32:21 GMT",max-age=600,image/avif,,147,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/index.html,0,,,parser,High,Low,2278,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,15923,567.00,Fastly,1600,214,0,0,"2,542.00","1,601.00","2,090.00","2,090.00","2,542.00",452.00,"1,601.00","2,542.00",941.00,7,8,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,15,13,220,1,,,,,443,
875313,2,0,Step_1,3,26266.20,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/SansationRegular.woff2,/biotechproject/Biotech-file/SansationRegular.woff2,,1,GET,gitechnolo.github.io,F9A29597F056088BF1D203EB84C6CD45,200,Font,440.00,440.00,"2,135.00","2,135.00",6072,6072,6072,"Fri, 03 Apr 2026 20:32:26 GMT",max-age=600,font/woff2,,147,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.css,,,,parser,Highest,Highest,2146,0,100,-1,0,100,-1,-1.00,-1.00,-1.00,,,,,50.00,Fastly,2134,224,0,0,"2,575.00","2,135.00","2,575.00","2,575.00","2,575.00",0.00,"2,135.00","2,575.00",440.00,8,9,,,,,non_blocking,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,17,0,256,1,,,,,443,
875313,2,0,Step_1,3,26266.24,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/SansationLightItalic.woff2,/biotechproject/Biotech-file/SansationLightItalic.woff2,,1,GET,gitechnolo.github.io,F9A29597F056088BF1D203EB84C6CD45,200,Font,543.00,454.00,"2,135.00","2,135.00",19496,19496,19496,"Fri, 03 Apr 2026 20:32:26 GMT",max-age=600,font/woff2,,147,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.css,,,,parser,Highest,Highest,2158,0,100,-1,0,100,-1,-1.00,-1.00,-1.00,,,,,50.00,Fastly,2134,230,0,0,"2,678.00","2,135.00","2,589.00","2,589.00","2,678.00",89.00,"2,135.00","2,678.00",543.00,9,10,,,,,non_blocking,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,19,17,256,1,,,,,443,
875313,2,0,Step_1,3,26266.28,185.199.111.153,https://gitechnolo.github.io/biotechproject/lang/common.json,/biotechproject/lang/common.json,,1,GET,gitechnolo.github.io,F9A29597F056088BF1D203EB84C6CD45,200,Fetch,493.00,492.00,"2,193.00","2,193.00",1077,1077,2909,"Fri, 03 Apr 2026 20:32:59 GMT",max-age=600,application/json,gzip,147,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.js,37,57,loadTranslation,script,High,High,1927,0,100,100,0,100,-1,-1.00,-1.00,-1.00,1077,0,,,567.00,Fastly,2191,236,0,0,"2,686.00","2,193.00","2,685.00","2,685.00","2,686.00",1.00,"2,193.00","2,686.00",493.00,10,11,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,21,15,220,1,,,,,443,
875313,2,0,Step_1,3,26266.29,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/images/background_night.avif,/biotechproject/Biotech-file/images/background_night.avif,,1,GET,gitechnolo.github.io,F9A29597F056088BF1D203EB84C6CD45,200,Image,838.00,473.00,"2,216.00","2,216.00",69859,69859,69859,"Fri, 03 Apr 2026 20:32:26 GMT",max-age=600,image/avif,,147,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.css,,,,parser,High,Low,2248,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,69859,50.00,Fastly,2198,242,0,0,"3,054.00","2,216.00","2,689.00","2,689.00","3,054.00",365.00,"2,216.00","3,054.00",838.00,11,12,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,23,21,220,1,,,,,443,
875313,2,0,Step_1,3,26266.30,185.199.111.153,https://gitechnolo.github.io/biotechproject/lang/home.json,/biotechproject/lang/home.json,,1,GET,gitechnolo.github.io,F9A29597F056088BF1D203EB84C6CD45,200,Fetch,393.00,363.00,"2,693.00","2,693.00",5530,5530,13539,"Fri, 03 Apr 2026 20:33:01 GMT",max-age=600,application/json,gzip,147,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.js,37,57,loadTranslation,script,High,High,1921,0,100,100,0,100,-1,-1.00,-1.00,-1.00,5530,0,,,568.00,Fastly,2691,250,0,0,"3,086.00","2,693.00","3,056.00","3,056.00","3,086.00",30.00,"2,693.00","3,086.00",393.00,12,13,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,25,23,220,1,,,,,443,
875313,2,0,Step_1,3,26266.31,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/images/favicon-biotech.png,/biotechproject/Biotech-file/images/favicon-biotech.png,,1,GET,gitechnolo.github.io,F9A29597F056088BF1D203EB84C6CD45,200,Other,447.00,445.00,"3,062.00","3,062.00",5554,5554,5554,"Fri, 03 Apr 2026 20:41:38 GMT",max-age=600,image/png,,147,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,,,,,other,High,High,2188,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,5554,600.00,Fastly,3061,256,0,0,"3,509.00","3,062.00","3,507.00","3,507.00","3,509.00",2.00,"3,062.00","3,509.00",447.00,13,14,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,27,25,220,1,,,,,443,
875313,3,0,Step_1,3,27752B654C2D0BCEEE5FCBD75D1EAF8E,185.199.111.153,https://gitechnolo.github.io/biotechproject/index.html,/biotechproject/index.html,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Document,364.00,327.00,957.00,957.00,8610,8610,29343,"Fri, 03 Apr 2026 20:32:31 GMT",max-age=600,text/html,gzip,149,HTTP/2,0.00,305.00,305.00,607.00,607.00,957.00,https://gitechnolo.github.io/biotechproject/index.html,,,,script,Highest,Highest,2218,-1,100,100,0,100,-1,305.00,302.00,350.00,8610,0,,,,Fastly,10,142,1,1,"1,321.00",957.00,"1,284.00","1,284.00","1,321.00",37.00,0.00,"1,321.00","1,321.00",0,1,1,1,2,4.00,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,1,0,256,1,TLS 1.3,False,h2,4865,443,
875313,3,0,Step_1,3,26678.2,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/SansationBold.woff2,/biotechproject/Biotech-file/SansationBold.woff2,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Font,415.00,311.00,"1,322.00","1,322.00",18696,18696,18696,"Fri, 03 Apr 2026 20:32:21 GMT",max-age=600,font/woff2,,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/index.html,0,,,parser,High,High,2083,0,100,-1,0,100,-1,-1.00,-1.00,-1.00,,,,,542.00,Fastly,1314,173,0,0,"1,737.00","1,322.00","1,633.00","1,633.00","1,737.00",104.00,"1,322.00","1,737.00",415.00,1,2,,,,,non_blocking,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,3,0,220,1,,,,,443,
875313,3,0,Step_1,3,26678.3,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/images/biotechlogo.avif,/biotechproject/Biotech-file/images/biotechlogo.avif,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Image,487.00,428.00,"1,324.00","1,324.00",13970,13970,13970,"Fri, 03 Apr 2026 20:32:21 GMT",max-age=600,image/avif,,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/index.html,0,,,parser,High,High,2179,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,13970,542.00,Fastly,1316,179,0,0,"1,811.00","1,324.00","1,752.00","1,752.00","1,811.00",59.00,"1,324.00","1,811.00",487.00,2,3,,,,,non_blocking,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,5,3,220,1,,,,,443,
875313,3,0,Step_1,3,26678.7,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.css,/biotechproject/Biotech-file/biotech.min.css,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Stylesheet,650.00,499.00,"1,327.00","1,327.00",8274,8274,37019,"Fri, 03 Apr 2026 20:32:21 GMT",max-age=600,text/css,gzip,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/index.html,0,,,parser,Lowest,Lowest,2008,0,100,100,0,100,-1,-1.00,-1.00,-1.00,8274,0,,,541.00,Fastly,1326,190,0,0,"1,977.00","1,327.00","1,826.00","1,826.00","1,977.00",151.00,"1,327.00","1,977.00",650.00,3,4,,,,,non_blocking,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,7,11,110,1,,,,,443,
875313,3,0,Step_1,3,26678.16,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.js,/biotechproject/Biotech-file/biotech.min.js,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Script,684.00,642.00,"1,335.00","1,335.00",8925,8925,27950,"Fri, 03 Apr 2026 20:32:21 GMT",max-age=600,application/javascript,gzip,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/index.html,0,,,parser,Low,Low,1912,0,100,100,0,100,-1,-1.00,-1.00,-1.00,8925,0,,,541.00,Fastly,1332,196,0,0,"2,019.00","1,335.00","1,977.00","1,977.00","2,019.00",42.00,"1,335.00","2,019.00",684.00,4,5,9,3,495,507.00,non_blocking,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,9,5,147,1,,,,,443,
875313,3,0,Step_1,3,26678.17,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech-engine.min.js,/biotechproject/Biotech-file/biotech-engine.min.js,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Script,"1,148.00",697.00,"1,335.00","1,335.00",10561,10561,27676,"Fri, 03 Apr 2026 20:32:21 GMT",max-age=600,application/javascript,gzip,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/index.html,0,,,parser,Low,Low,1933,0,100,100,0,100,-1,-1.00,-1.00,-1.00,10561,0,,,541.00,Fastly,1334,202,0,0,"2,483.00","1,335.00","2,032.00","2,032.00","2,483.00",451.00,"1,335.00","2,483.00","1,148.00",5,6,1,1,46,48.00,non_blocking,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,11,9,147,1,,,,,443,
875313,3,0,Step_1,3,26678.18,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/images/background.avif,/biotechproject/Biotech-file/images/background.avif,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Image,"1,062.00",533.00,"1,500.00","1,500.00",70573,70573,70573,"Fri, 03 Apr 2026 20:32:26 GMT",max-age=600,image/avif,,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/index.html,0,,,parser,High,Low,2161,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,70573,541.00,Fastly,1498,210,0,0,"2,562.00","1,500.00","2,033.00","2,033.00","2,562.00",529.00,"1,500.00","2,562.00","1,062.00",6,7,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,13,5,220,1,,,,,443,
875313,3,0,Step_1,3,26678.9,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/images/Biotech-menu/Singapore_boscoartificiale-Metropoli.avif,/biotechproject/Biotech-file/images/Biotech-menu/Singapore_boscoartificiale-Metropoli.avif,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Image,963.00,434.00,"1,600.00","1,600.00",15923,15923,15923,"Fri, 03 Apr 2026 20:32:21 GMT",max-age=600,image/avif,,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/index.html,0,,,parser,High,Low,2278,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,15923,541.00,Fastly,1599,216,0,0,"2,563.00","1,600.00","2,034.00","2,034.00","2,563.00",529.00,"1,600.00","2,563.00",963.00,7,8,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,15,13,220,1,,,,,443,
875313,3,0,Step_1,3,26678.21,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/SansationRegular.woff2,/biotechproject/Biotech-file/SansationRegular.woff2,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Font,439.00,394.00,"2,170.00","2,170.00",6072,6072,6072,"Fri, 03 Apr 2026 20:32:26 GMT",max-age=600,font/woff2,,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.css,,,,parser,Highest,Highest,2146,0,100,-1,0,100,-1,-1.00,-1.00,-1.00,,,,,25.00,Fastly,2168,235,0,0,"2,609.00","2,170.00","2,564.00","2,564.00","2,609.00",45.00,"2,170.00","2,609.00",439.00,8,9,,,,,non_blocking,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,17,0,256,1,,,,,443,
875313,3,0,Step_1,3,26678.25,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/SansationLightItalic.woff2,/biotechproject/Biotech-file/SansationLightItalic.woff2,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Font,530.00,512.00,"2,170.00","2,170.00",19496,19496,19496,"Fri, 03 Apr 2026 20:32:26 GMT",max-age=600,font/woff2,,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.css,,,,parser,Highest,Highest,2158,0,100,-1,0,100,-1,-1.00,-1.00,-1.00,,,,,25.00,Fastly,2169,241,0,0,"2,700.00","2,170.00","2,682.00","2,682.00","2,700.00",18.00,"2,170.00","2,700.00",530.00,9,10,,,,,non_blocking,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,19,17,256,1,,,,,443,
875313,3,0,Step_1,3,26678.29,185.199.111.153,https://gitechnolo.github.io/biotechproject/lang/common.json,/biotechproject/lang/common.json,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Fetch,314.00,312.00,"2,528.00","2,528.00",1077,1077,2909,"Fri, 03 Apr 2026 20:32:59 GMT",max-age=600,application/json,gzip,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.js,37,57,loadTranslation,script,High,High,1927,0,100,100,0,100,-1,-1.00,-1.00,-1.00,1077,0,,,541.00,Fastly,2527,249,0,0,"2,842.00","2,528.00","2,840.00","2,840.00","2,842.00",2.00,"2,528.00","2,842.00",314.00,10,11,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,21,15,220,1,,,,,443,
875313,3,0,Step_1,3,26678.30,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/images/background_night.avif,/biotechproject/Biotech-file/images/background_night.avif,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Image,674.00,307.00,"2,560.00","2,560.00",69859,69859,69859,"Fri, 03 Apr 2026 20:32:26 GMT",max-age=600,image/avif,,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.css,,,,parser,High,Low,2248,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,69859,24.00,Fastly,2532,255,0,0,"3,234.00","2,560.00","2,867.00","2,867.00","3,234.00",367.00,"2,560.00","3,234.00",674.00,11,12,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,23,21,220,1,,,,,443,
875313,3,0,Step_1,3,26678.31,185.199.111.153,https://gitechnolo.github.io/biotechproject/lang/home.json,/biotechproject/lang/home.json,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Fetch,418.00,416.00,"2,849.00","2,849.00",5530,5530,13539,"Fri, 03 Apr 2026 20:33:01 GMT",max-age=600,application/json,gzip,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://gitechnolo.github.io/biotechproject/Biotech-file/biotech.min.js,37,57,loadTranslation,script,High,High,1921,0,100,100,0,100,-1,-1.00,-1.00,-1.00,5530,0,,,542.00,Fastly,2848,261,0,0,"3,267.00","2,849.00","3,265.00","3,265.00","3,267.00",2.00,"2,849.00","3,267.00",418.00,12,13,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,25,23,220,1,,,,,443,
875313,3,0,Step_1,3,26678.32,185.199.111.153,https://gitechnolo.github.io/biotechproject/Biotech-file/images/favicon-biotech.png,/biotechproject/Biotech-file/images/favicon-biotech.png,,1,GET,gitechnolo.github.io,F191D992870B9C9759D0D0CBEDAA4B69,200,Other,337.00,307.00,"3,241.00","3,241.00",5554,5554,5554,"Fri, 03 Apr 2026 20:41:38 GMT",max-age=600,image/png,,149,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,,,,,other,High,High,2188,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,5554,575.00,Fastly,3240,267,0,0,"3,578.00","3,241.00","3,548.00","3,548.00","3,578.00",30.00,"3,241.00","3,578.00",337.00,13,14,,,,,,https://gitechnolo.github.io <https://gitechnolo.github.io same_site>,27,25,220,1,,,,,443,
